,location,company,title,salary,description,review,star,country
4,Brisbane QLD,GitLab,SOX Reporting Analyst,,"Involved in Sarbanes-Oxley (SOX) 404 compliance requirements and testing of internal controls.
Interacts with managers and finance team to document the process…",,,Australia
5,Brisbane Central Business District QLD,NTT,Agile Business Analyst,,"Understanding business issues and data challenges of client’s organisations and industry.
For us, intelligent means data driven, connected, digital, and secure.",,,Australia
6,Brisbane QLD,Ignite Specialist Recruitment Services,Test Analyst,,"Identify data requirements to satisfy test cases and create, manipulate and maintain test data.
As a Test Analyst you will source and analyse design documents,…",,,Australia
9,Brisbane QLD,PRA,Report Analyst,$80 - $130 an hour,"This role is to create a data catalogue of the Customer Services data.
Review existing data sources and reports.
At the very least, the Reporting Analyst must:",,,Australia
11,Brisbane Central Business District QLD,NTT,UX Designer,,"For us, intelligent means data driven, connected, digital, and secure.
In this role, you can expect to work closely with clients, developers and business…",,,Australia
2,Brisbane QLD,u&u Recruitment Partners,Business Analyst,,"Demonstrated experience working on complex projects with system consolidation, significant change management and data migration activities;",,,Australia
3,Brisbane QLD,VICNA,IT Internship,,"Integrate university learning in business analytics, business programming, data analysis, enterprise systems, network security as well as strengthening…",,,Australia
4,Brisbane QLD,Sunquest International - Australia,Senior Interface Analyst – Temp (12 mo) possibility to extend,,"Demonstrated knowledge of complex laboratory messaging data workflow.
Demonstrated advanced skill in analysis, data mapping, and troubleshooting skills.",,,Australia
5,Milton QLD,Lutheran Community Care,ICT Business Analyst,,"Experience with data analysis and modelling will be beneficial.
Lutheran Services is a not-for-profit organisation that has been serving the people and…",,,Australia
6,Brisbane QLD,Suncorp Group,Senior Analyst Financial Crime Detection (Fraud),,"Hands on experience with a number of data manipulation languages (SQL/ Python/ R).
Identify gaps and opportunities to transform the way financial crime…",,,Australia
7,Brisbane QLD,GBST,Senior Automation Test Analyst,,"Set up and maintain CI environments and data pools.
Senior Automation Test Analyst - (20003).
There has never been a more exciting time to join GBST as we…",,,Australia
8,Brisbane QLD,Nextt Health,Expressions of Interest - Lizard - Behaviour Therapist - Brisbane Metro,,"This includes both structured and naturalistic teaching, collecting, recording and graphing all data as advised by the Program Supervisor and implementing any…",,,Australia
9,Newstead QLD,Bank of Queensland,Senior Portfolio Analyst,,"Comfortable dealing with complex and large volumes of data.
Excellent visualisation skills with experience in building and implementing data visualisation using…",,,Australia
10,Brisbane QLD,MTP Services,IT Test Analyst - Chermside,,"Identify data requirements to satisfy test cases and create, manipulate and maintain test data.
MTP Services have an exciting opportunity for an IT Test Analyst…",,,Australia
11,Brisbane QLD,Talent Street,Business Analyst,,Supporting the Customer Insights Manager as required in supplying additional analytics and data to support Priority Industry expansion.,,,Australia
3,Brisbane QLD,Robert Half Australia,Financial Analyst,$45 an hour,You will be working within a close knit team with a strong work ethic therefore your exceptional interpersonal skills will enable you to quickly build…,,,Australia
4,Chermside QLD,Onpoint 365,IT Test Analyst,,"Identify data requirements to satisfy test cases/create, manipulate & maintain test data.
Contract until January 2021 + possible extensions.",,,Australia
5,Brisbane QLD,Suncorp Group,Delivery Advisor,,"Interested in leading people, process and technology projects and initiatives that are to key to delivering the Consumer Bank strategy?",,,Australia
6,Brisbane QLD,Paxus,Business Analyst - BI,,"Undertake testing activity to validate data models / reports.
Identify information sets, source data and business logic or calculations applied and then…",,,Australia
7,Brisbane QLD,Eden Ritchie Recruitment,Business Analyst,$55 - $60 an hour,"Project focused within record management and legacy data migration.
Initial 3 + 3 month contract.
Eden Ritchie is looking for an experienced Business Analyst to…",,,Australia
8,Brisbane QLD,Sunquest,Senior Interface Analyst – Temp (12 mo) possibility to extend,,"Demonstrated knowledge of complex laboratory messaging data workflow.
Demonstrated advanced skill in analysis, data mapping, and troubleshooting skills.",,,Australia
9,Brisbane QLD,Quantium,Consultant,,"Knowledge and experience analysing data (customer, transaction or sales data) in an FMCG context.
Working in collaboration with analysts to run bespoke analyses…",,,Australia
10,Brisbane QLD,Experis,Data Scientist,$700 a day,"Structured and Unstructured data mining;
Experience with big data technology.
Require data scientists with experience in:
Daily rate - $700/day + Super.",,,Australia
11,Brisbane QLD,Peoplebank,Business Analyst - Business Intelligence,,"Undertake testing activity to validate data models / reports correlate with specified business requirements.
Identify information sets, source data and business…",,,Australia
2,Brisbane QLD,Sunsuper,Testing Practice Manager,,"Demonstrated test analyst experience including system development lifecycle, requirements documentation, data analysis, test case development and execution, and…",,,Australia
3,Brisbane QLD,Genesis IT&T Pty Ltd,Data Scientist,$700 - $800 a day,"Structured and Unstructured data mining.
Experience with big data technology.
Storytelling using different forms of data visualization.",,,Australia
4,Brisbane QLD,Michael Page,Commercial Analyst - Manufacturing,"$100,000 - $125,000 a year","Manipulating large data and building complex financial models.
Exciting role to support senior leadership teams in Australia and regionally.",,,Australia
5,Brisbane QLD,Ambition,Business Intelligence Analyst,$575 - $600 a day,Request is made to each participating lab to provide a data extract from the Laboratory Information Systems using set criteria e.g. which notifiable condition…,,,Australia
6,Brisbane QLD,Michael Page,Principal BI Analyst - 12 month contract++,$120 an hour,"Experience with Agile methodologies for the development and implementation of large data transformation programs is desirable.
5 year program of work.",,,Australia
7,Brisbane QLD,Digital Native,Support Analyst L1 / L2 - SaaS,,"Customer deployments, customer project work, and data processing work.
Delivering data processing aspects, of the off-site onboarding managed service as…",,,Australia
8,Brisbane QLD,Michael Page,Test Analyst,,"Work with business analysts and product team to ensure new functionality works as designed.
Experience in testing and supporting employee and manager self…",,,Australia
9,Brisbane QLD,Travel Trade Recruitment,Commercial and Financial Analyst,"$65,000 - $75,000 a year","Comfortable with working with large data sets.
If you are an up and coming accountant who wants to venture into the commercial finance space, then this role…",,,Australia
11,Brisbane QLD,Adaps,Process Analyst,,"Advanced analytical and business process documentation skills with the ability to collect, analyse data and deliver end to end and functional process…",,,Australia
2,Brisbane QLD,Wotton + Kearney,Business Analyst,,"Support data and system implementation projects as needed.
Have extremely strong Excel and data management skills;
Established in Sydney in 2002.",,,Australia
3,Newstead QLD,Bank of Queensland,Team Leader AML Operations,,"Strong understanding of financial data and analytics.
Join ASX 100 finance leader!
Brisbane based role – Gasworks Newstead Office.",,,Australia
5,Currumbin QLD,Neumann Steel,Operations Analyst,,"Monitor the input data to identify training opportunities that will improve data quality.
You will also be responsible for reviewing the quality of the data…",,,Australia
6,Brisbane QLD,Talent International,Business Analyst,,"The solution will work with other business functions and contribute to the development of standards, frameworks and guides to standardise report design, data…",,,Australia
7,Brisbane QLD,Jenny Barbour,Marketing Analyst,,"As a Marketing Analytics Specialist, you will analyse and interpret digital-marketing data, implement precise audience segmentation, adapt and grow the…",,,Australia
8,Brisbane QLD,people2people,Commercial Analyst,,"Assist with the extraction and analysis of data to assist decision making.
Global, international business is looking to recruit an exceptional senior analyst to…",,,Australia
10,Brisbane QLD,u&u Recruitment Partners,Change and Communications Analyst,$600 - $700 a day,"Ability to extract and analyse data and provide sound recommendations and advice;
We are working with our leading National Client to secure them an experienced…",,,Australia
11,Brisbane QLD,HUMANISED GROUP,Insights and Reporting Manager,,"Lead, coach, and mentor a small team of reporting analysts and data analysts.
Ensure the accuracy of reported information and work with data stewards and others…",,,Australia
2,Brisbane QLD,u&u Recruitment Partners,Business Analyst - BI,,"Undertake testing activity to validate data models / reports correlate with specified business requirements;
Identify information sets, source data and business…",,,Australia
4,Gold Coast QLD,Village Roadshow Limited,Business Systems Analyst,,"Exceptional excel & data manipulation skills.
Village Roadshow Ltd is a leading entertainment company, offering a multitude of exciting employment opportunities…",,,Australia
5,Brisbane QLD,Finite IT,Business / Test Analyst,$90 - $100 an hour,"Experience implementing data management solutions.
Focus on good practice data management practices.
Joining a major transformational project focussing on data…",,,Australia
6,Brisbane QLD,Adaps,BI – Reporting Analyst/Developer,,"Experience in data visualisation tools such as TiBCO Spotfire Analytics;
Note: 457/482 Visa Candidates are also considered.
Experience with Microsoft Power Bi.",,,Australia
7,Brisbane QLD,Michael Page,Senior Financial Analyst,"$130,000 - $140,000 a year","The senior financial analyst will be responsible for:
Responsible for the Forecast and Flash Cube maintenance, validation of data, communication to the Asia…",,,Australia
8,Brisbane QLD,Credit Sense Australia,ICT Business Analyst,"$65,000 - $80,000 a year","You will be engaging teams and using appropriate data modelling techniques to evaluate and improve inefficiencies in business processes, procedures and work…",,,Australia
11,Brisbane QLD,Paxus,Business Analyst,,"Demonstrated experience working on complex projects with system consolidation, significant change management and data migration activities.",,,Australia
0,Brisbane QLD,Michael Page,Digital Marketing Analyst,"$100,000 - $110,000 a year","Ultimately you will have the ability to distil various sources of data into meaningful and easy to consume insights.
Work for an iconic brand across Australia.",,,Australia
1,Brisbane QLD,Michael Page,Commercial Analyst,,"Analysis of data around sales.
Work for one of Brisbane's largests ASX listed business.
Good culture and career opportunities.
Up to $100,000 package.",,,Australia
2,Brisbane QLD,Allura Partners,Systems Analyst / Developer,,"Partner closely with technical teams supporting data movement, application development and testing.
My client is looking for an experienced Systems Analyst who…",,,Australia
3,Brisbane QLD,Talenza,Senior Business Analyst,,I am partnering with a leading Financial Services organisation with an Australia wide presence that are actively looking to add to their pool of Business…,,,Australia
4,Brisbane Central Business District QLD,Aston Carter,Business Analyst,,"Researching and analysing data in support of business functions.
This ASX listed global company is at the forefront of their industry.",,,Australia
5,Brisbane QLD,Finite IT,Business Intelligence Analyst,$675 - $775 a day,"Be able to analyse data sources, perform data modelling and data cleansing.
Analyse existing databases that support small business systems, define information…",,,Australia
6,Brisbane QLD,Adaps,Network Intelligence Business and Systems Analyst,,"Assist in the delineating of system and data functions within Network Asset Systems section; and.
Responsible for the documentation and transformation of…",,,Australia
7,Brisbane QLD,Synergy Placements,Systems Analyst Job in Brisbane,,Competent in developing and interpreting financial and other performance data and actioning initiatives to reduce negative impacts on the business.,,,Australia
8,Brisbane QLD,Synergy Placements,Business Intelligence Analyst Job in Brisbane,,"Exceptional understanding of how to present data including use of user interface design principles.
Expert experience in business intelligence and data…",,,Australia
0,Brisbane QLD,IBM,SECURITY INTEGRATION ENGINEER,,"Technical data gathering security and policy review and configuration.
Named by industry analysts as a leader in 12 security market segment categories, IBM…",,,Australia
1,Brisbane QLD,Talenza,Technical Business Analyst,,A leading Financial Services organisation based in Brisbane are looking for a highly capable Technical Business Analyst with experience in managing large…,,,Australia
2,Brisbane Central Business District QLD,HAYS,Functional Business Analyst,$750 a day,"Strong experience as a Functional Business Analyst with a successful track record of delivering on data driven projects (Mandatory).
What you'll get in return.",,,Australia
3,Brisbane Central Business District QLD,Clicks IT Recruitment,Test/Business Analyst,,"A key focus will be on good practice data management practices.
Clicks IT Recruitment is currently working with a well-recognised organisation in the public…",,,Australia
4,Brisbane QLD,Peoplebank,Business Analyst,,"Demonstrated experience working on complex projects with system consolidation, significant change management and data migration activities.",,,Australia
5,Brisbane QLD,Synergy Placements,Business Analyst and Change Coordinator,,"Competent in data analysis, use of common IT management tools (e.g. SCCM, Excel, Visio), determining logical plans for rollouts and maintaining accurate records…",,,Australia
6,Eight Mile Plains QLD,Woolworths Group,Insights Lead,,"As part of the People Reporting and Insights team, you will collaborate closely with a team of experienced people data analysts/scientists.",,,Australia
7,Brisbane QLD,Synergy Placements,Technical Business Analyst Job in Brisbane (Closed),,"Competent in data analysis, use of common IT management tools (e.g. SCCM, Excel, Visio), determining logical plans for rollouts and maintaining accurate records…",,,Australia
8,Brisbane QLD,Recon Solutions,Senior Business Analyst,,"Knowledge and skill in the operational use of computer applications, and in particular, applications for recording, analysing and reporting data.",,,Australia
9,Cleveland QLD,Arcadis,Data Scientist,,Ensure data integrity of project recommendations by providing verifiable data and analytics through effective modelling aligned to the project scope.,,,Australia
2,Brisbane QLD,Optimum Consulting Group,BI Reporting Analyst,,"Migration of operational data from multiple sources.
Ability to assemble data sets that meet business and operational reporting needs.",,,Australia
3,Brisbane QLD,IT Alliance Australia,Senior Quality Analyst,,"Direct database querying using SQL language to set up test data and ascertain test results.
Administration of testing suite (Selenium/ Silk).",,,Australia
6,Brisbane QLD,Hudson,Senior Process Analyst | $900/day,$900 a day,"Investigates corporate data requirements, and applies data analysis, data modelling and quality assurance techniques, to establish, modify or maintain data…",,,Australia
9,Brisbane QLD,Talent Street,Technical Business Analyst,,"Enterprise, software and data architecture within large-scale complex environments.
Providing detailed data mapping from source to target systems and provide…",,,Australia
11,Brisbane QLD,Adaps,Reporting Analyst/Developer,,"Experience in data visualisation tools such as TiBCO Spotfire Analytics;
Experience with Microsoft SQL Server, DML, TSQL, CDC, MDS, SSRS and SSIS;",,,Australia
2,Brisbane Central Business District QLD,Chandler Macleod,Business Analyst,,"Investigates corporate data requirements, and applies data analysis, data modelling and quality assurance techniques, to establish, modify or maintain data…",,,Australia
4,Brisbane QLD,Talenza,Guidewire Business Analyst,,I am partnering with a leading Financial Services organisation on a large piece of work that will be extremely high profile and have considerable investment put…,,,Australia
5,West End QLD,Peoplebank,Senior Business Analyst,,"Knowledge and skill in the operational use of computer applications and in particular, applications for recording, analysing and reporting data.",,,Australia
6,Brisbane QLD,ASG Group,TECHNICAL BUSINESS ANALYST,,"ASG are a leading IT solutions provider with global reach.
Our capabilities span across complete digital transformation.
Do you own your own outcomes?",,,Australia
7,Brisbane QLD,Synergy Placements,Senior Business Analyst,,"You will have experience and exposure to domain driven design techniques, software evaluation, information management methodologies and practices, application…",,,Australia
8,Brisbane Central Business District QLD,u&u Recruitment Partners,Senior Business Analyst (Salesforce),,Experience as a Business analyst preferably working in an agile environment with the proven ability to hit the ground running thrive in a challenging and…,,,Australia
9,Brisbane QLD,Adaps,Project Business Analyst,,"Investigate corporate data requirements, and apply data analysis, data modelling and quality assurance techniques, to establish, modify or maintain data…",,,Australia
10,Brisbane QLD,Adaps,IT Business Analyst,,"Investigate corporate data requirements, and apply data analysis, data modelling and quality assurance techniques, to establish, modify or maintain data…",,,Australia
11,Brisbane QLD,Michael Page,Digital Marketing Analyst - Brisbane CBD,,"Exciting opportunity with a customer-focused tech company!
Provide high level CRO analysis and strategy for an expansive client base.",,,Australia
3,Brisbane QLD,u&u Recruitment Partners,Principal Business Analyst (S/4HANA finance solution),,"Reporting to the Manager, Business Solution Design and Change the purpose of the principal business analyst role is to identify, analyse and document data…",,,Australia
4,Brisbane QLD,Michael Page,Technical Business Analyst,,Demonstrated experience in validating and testing data extraction transformation and interfacing including the analysis of data used for various test scenarios.,,,Australia
5,Brisbane QLD,Hudson,Business Analyst,$747 - $748 a day,"Investigates corporate data requirements, and applies data analysis, data modelling and quality assurance techniques, to establish, modify or maintain data…",,,Australia
6,Narangba QLD,Michael Page,Financial Analyst,,This is a newly created position to engage with operational leaders in the business to develop robust budgets and forecasts for different business units and…,,,Australia
7,Fortitude Valley QLD,Balance Recruitment,Reporting & Business Analytics Analyst,,"HR, Finance, Project Reporting and Dashboard Creation.
This organisation is a Global Leader in the Engineering and Architectural Design space and has been…",,,Australia
8,Brisbane QLD,Adaps,Project Technical Analyst,,Responsible for the documentation and transformation of business requirements including data collection to deliver analysis and problem resolution.,,,Australia
9,Brisbane QLD,ASG Group,TEST ANALYSTS - MULTIPLE OPPORTUNITIES AVAILABLE,,"Experience in testing data migrations.
Support the business analyst with requirements clarifications.
ASG is a leading IT business solutions provider in…",,,Australia
10,Brisbane QLD,Datacom Systems QLD Pty Ltd,Business Analyst,,"Work with other business analysts within the program / project(s).
Provide strategic and operational advice regarding program / project direction for business…",,,Australia
2,Brisbane QLD,u&u Recruitment Partners,Business Intelligence Analyst,,"They are looking for an Analyst to look at data extract from a system (pathology lab data) using set criteria audit process, specific data elements and the date…",,,Australia
3,Brisbane QLD,NAYLER,Business Analyst / Manager national role,"$90,000 - $120,000 a year","Researching and assisting in the collation of financial and business data.
Excellent analytical and financial skills having a proven ability to work with large…",,,Australia
4,Brisbane QLD,Synergy Placements,Business Analyst Job in Brisbane,,"This role will support the division in rapidly organising data sets and assessing data integrity, to facilitate migration from a Lotus Notes application to a…",,,Australia
5,Brisbane Central Business District QLD,HAYS,Test Analyst - Automation,,"Maintain, enhance and regularly run existing data creation capability.
Test Automation Specialist with TOSCA experience - 12 month contract - ASAP start.",,,Australia
7,Brisbane QLD,u&u Recruitment Partners,Change Lead,,Identify the change resourcing required to support the change plan and work with the Change Delivery Manager for allocation of change analysts from the DEBBs…,,,Australia
8,Brisbane QLD,Hudson,Senior Business Analyst,"$135,000 a year","Capture and documentation of requirements (business, functional and non-functional, data, etc.) using programme defined templates.",,,Australia
9,Brisbane QLD,u&u Recruitment Partners,Senior Business Analyst,,"Demonstrated experience in senior business analyst roles in complex environments;
Develop a blueprint design focusing on business, process and information /…",,,Australia
10,Brisbane QLD,Revolution IT Pty Ltd,Test Analyst | Automation | 4 month initial contract,,"Revolution IT is Australia's leading provider of software testing and application quality management solutions.
Developing and executing Automation Test Plan.",,,Australia
11,Brisbane QLD,Eden Ritchie Recruitment,Finance - Business Analyst,,"You will be working within a collaborative team in the development of data analytic financial reports.
Provide ongoing management of the business environment…",,,Australia
2,Brisbane QLD,Hawksworth,Senior Business Analyst - IFRS17 - Reporting experience needed,$900 a week,"Senior Business Analyst - IFRS17 - MUST HAVE Reporting experience.
12 month contract - $ 900 inc super a day.
Hawksworth are sourcing a Senior Business Analyst …",,,Australia
3,Brisbane QLD,Datacom,Service Desk Analyst,"$49,000 - $53,000 a year","We have extensive expertise in operating data centres, providing IT services, software engineering and application management, as well as payroll and customer…",,,Australia
4,Wacol QLD,Komatsu,Condition Monitoring Supervisor,,"Communicate with clients and analysts regarding the scheduling of Condition Monitoring Surveys.
Establish and maintain working relationships with each customer…",,,Australia
5,Brisbane QLD,Synergy Placements,Business Analyst Job in Sydney CBD,,"Our Client is seeking an experienced Business Analyst to work within their Enterprise Data Office and Business Unit ‘citizen coders’ to understand, document…",,,Australia
6,Brisbane QLD,Robert Half Australia,Senior Commercial Analyst,"$100,000 a year","Problem solving experience through statistical analysis or with large data sets such as in derivatives, structured finance or business analytics.",,,Australia
7,Brisbane QLD,Synergy Placements Pty Ltd,Senior Business Analyst,,Competent in developing and interpreting financial and other performance data and actioning initiatives to reduce negative impacts on the business.,,,Australia
8,Brisbane QLD,Adaps,Master Scheduler,,"Responsible for the management of assigned schedules, validating the project managers input to schedules and data integrity, and reviewing schedule for quality…",,,Australia
9,Brisbane QLD,Hudson,Business Analyst / UAT Tester,,"Experience implementing data management solutions.
Our client, a prominent government organisation, is currently undertaking a significant initiative that will…",,,Australia
10,Sunshine Coast QLD,Youi Pty Ltd,Senior UX Designer,,"Working with data driven insights.
Experience collaborating closely with people of different skillsets (UI designers, copywriters, developers, business analysts…",,,Australia
11,Brisbane QLD,Eden Ritchie Recruitment,Senior Test Analyst,,"Build rich scenario data to execute testing for a number of systems and applications.
Eden Ritchie Recruitment is currently partnered with a well-known…",,,Australia
2,Brisbane Central Business District QLD,HAYS,Organisational Change Management Specialist & Business Analyst,,"Full-time opportunity for experienced Organisational Change Management Specialist and Business Analyst.
Coordinate and oversee ongoing Organisational Change…",,,Australia
3,Brisbane QLD,Finite IT,Software Developer,$90 - $110 an hour,Demonstrated experience in validating and testing data extraction transformation and interfacing including the analysis of data used for various test scenarios.,,,Australia
4,Brisbane Central Business District QLD,HAYS,Senior Business Analyst,,"The Senior Business Analyst will be joining an existing project team to complete analysis of requirements, and providing effective process, data, and…",,,Australia
5,Brisbane QLD,Hudson,Principal Business Analyst,$100 - $105 an hour,"Provide strategic and operational advice regarding program/project direction for business analysis activities including business process modelling, requirements…",,,Australia
7,Brisbane QLD,u&u Recruitment Partners,ETL Developer,,"Develop ETL parallel dataflows and jobs to extract, land, transform data to be prepared for a data warehouse presentation area;
Experience with SAP HANA; and.",,,Australia
8,Brisbane Central Business District QLD,Peoplebank,Senior Business Analyst - Legacy Systems,,"Maintaining data definition and metadata management systems.
Developing reporting standards and practises for data collection.
Take the next step - APPLY NOW!",,,Australia
9,Brisbane QLD,Hudson,Principal Business Analyst - System Replacement,$100 - $105 an hour,"Provide strategic and operational advice regarding program/project direction for business analysis activities including business process modelling, requirements…",,,Australia
10,Brisbane QLD,Michael Page,"Full-stack Developer - API, Node, C#",$750 - $850 a day,"Technology and data is at their core, and as they continue to modernise their suite of operational applications, they are looking to hire a skilled Full-stack…",,,Australia
11,Brisbane QLD,Synergy Placements,Senior Business/Test Analyst Job in Brisbane,,"Contribute to the data cleansing activity;
3-month contract with possible 9 months extension subject to funding.
Experience working in Agile delivery teams;",,,Australia
2,Brisbane QLD,Randstad,business analyst - bi,,"The successful candidate must be hands-on in covering all areas of systems analysis, business data analysis, technical specification development, data modelling…",,,Australia
3,Brisbane Central Business District QLD,HAYS,Senior Business Analyst - IRFS 17 project,,"Strong background with data and reporting.
12 month contract role working on a IFRS 17 project.
Hays have partnered with a leading financial services &…",,,Australia
5,Brisbane QLD,Talent International,Senior Business Analyst,,"Demonstrated 5+ years' experience in senior business analyst roles in complex environments.
The Senior Business Analyst of the WIST project will be responsible…",,,Australia
6,Brisbane QLD,Revolution IT Pty Ltd,Senior Test Analyst | Automation | 4 month initial contract,,"Revolution IT is Australia's leading provider of software testing and application quality management solutions.
Developing and executing Automation Test Plan.",,,Australia
7,Brisbane Central Business District QLD,u&u Recruitment Partners,Business Systems Specialist,"$120,000 - $150,000 a year","Our client is seeking a variety of skill-sets, therefore we are encouraging anyone with previous systems analyst experience to apply.",,,Australia
8,Brisbane QLD,Datacom,Senior Service Desk Analyst,"$57,000 - $59,000 a year","We have extensive expertise in operating data centres, providing IT services, software engineering and application management, as well as payroll and customer…",,,Australia
9,Brisbane QLD,Randstad,technical business analyst - iam,,"Must have a solid working knowledge of Business Intelligence concepts (e.g. reporting, querying software, OLAP, spreadsheets, dashboards, and data mining).",,,Australia
10,Brisbane Central Business District QLD,HAYS,Drupal Developer,,"Construct a component that can be used for exploiting data from external sources.
Permanent opportunity for a Drupal Developer to join our client based in…",,,Australia
11,Brisbane QLD,Davidson Recruitment,Finance Business Partner,,"The primary objective of the Financial/Management Accounting Analyst is to assist Group Finance in the preparation, analysis and reporting of data, along with…",,,Australia
1,,Cqms Razer,Dynamics 365 Developer,,"Managing data migration from legacy systems to Dynamics 365.
2-4 years business systems and support experience, with commercial exposure to programming,…",,,Australia
6,Brisbane QLD,Blackroc,Senior Product Manager,,"You have a thirst for data, using data to make decisions using quantitative analytics and coupling this with qualitative methods such as research, survey…",,,Australia
9,Brisbane QLD,Hudson,Senior .Net Developer,,Demonstrated experience in validating and testing data extraction transformation and interfacing including the analysis of data used for various test scenarios.,,,Australia
0,,Rio Tinto,Specialist Platform Integration Business Analyst,,"Be at the forefront of cloud-based, enterprise-scale data integration and analytics platform development.
This role is responsible for ensuring data analytics…",,,Australia
2,,Programmed,Junior Commercial Analyst,,"Responsible for ensuring the management of manufacturing inventory data integrity, analytical and business support.
Free parking located on site.",,,Australia
3,Brisbane QLD,Adaps,Quality Engineer /Sr. Quality Engineer(Automation),,"Identify environment and data requirements.
Influence key stake holders in technology from the head of, delivery teams, business analysts, product owners and…",,,Australia
4,Brisbane QLD,Mansell Taylor Consulting Pty Ltd,Analytics Manager,,5+ or more years’ experience managing an analytics team delivering reporting and data analyses services into the business.,,,Australia
5,Brisbane QLD,Randstad,workforce management and reporting analyst,,"Conduct data analysis and provide reporting and data driven insights of key performance metrics.
Set up new forecasts and processes that may not have been…",,,Australia
6,Brisbane QLD,Blackroc,Senior Product Manager,"$120,000 - $140,000 a year","You have a thirst for data, using data to make decisions using quantitative analytics and coupling this with qualitative methods such as research, survey…",,,Australia
7,Brisbane QLD,Randstad,business analyst - apra reporting project,,"Business Analyst - APRA Reporting Project.
Our client who are a well known Queensland financial institution are looking for multiple Business Analyst's to work…",,,Australia
8,Brisbane QLD,Eden Ritchie Recruitment,Senior Software Developer,,Experience in validating and testing data extraction transformation and interfacing including the analysis of data used for various test scenarios.,,,Australia
9,Brisbane QLD,Hudson,Senior .Net Developer,$800 - $810 a day,Demonstrated experience in validating and testing data extraction transformation and interfacing including the analysis of data used for various test scenarios.,,,Australia
10,Brisbane QLD,Hudson,Contract Java Developer,,"You will be working in an agile team environment along with other team members, including business analysts, developers and Subject Matter Experts.",,,Australia
11,Brisbane QLD,Adaps,Quality Engineer /Sr. Engineer(Automation/Performance),,"Identify environment and data requirements.
Influence key stake holders in technology from the head of, delivery teams, business analysts, product owners and…",,,Australia
12,Brisbane QLD,Kingston Human Capital,A07 Senior Management Accountant | SAP | Immediate Start!,,"Create, run and maintain complex financial models and data.
Our Client is a dynamic state government department.
As the successful candidate, you will.",,,Australia
4,Brisbane QLD,Smart Nine Project Management,EOI - Casual Undergraduate,$22 - $25 an hour,Smart Nine is a leading Project Management & Professional Services organisation providing support to some of Australia’s largest construction projects.,,,Australia
6,Brisbane QLD,Total IT global,Desktop Support Engineer,$25 an hour,"The Supplier is not responsible for tape back‐ up or any loss of data.
O Share with Client any relevant information that might be available (recent power outage…",,,Australia
7,Brisbane QLD,Redpath Mining Contractors and Engineers,HR Graduate – Recruitment - Brisbane Office,,"Operating since 1962, The Redpath Group provides technical and operational expertise to the mining industry globally, with a reputation for providing innovative…",,,Australia
9,Brisbane QLD,Airbus Group Australia Pacific,RAM Engineer,,"Providing reliability products based on data from multiple sources in support of Reliability Centred Maintenance (RCM) analysis, Logistics and Cost modelling.",,,Australia
11,Brisbane QLD,Weir Minerals,Process Engineer,,"Reasoning Ability: Ability to define problems, collect data, establish facts, and draw valid conclusions.
Gather data, analyse, and model systems to confirm and…",,,Australia
2,Brisbane QLD,Aginic,Data Analyst,"$50,000 - $60,000 a year","At Aginic, a group of the country’s brightest data analysts, engineers, delivery coaches, designers, and cloud technicians blend their technical skills with a…",,,Australia
3,Brisbane QLD,Runge,Graduate Mining Engineer,,"Critical data analysis and cleansing.
RPM currently has multiple vacancies for recent Mining Engineering Graduates with an interest in ultra-short term mine…",,,Australia
4,Brisbane QLD,Venn IT Solutions - ACS Foundation,Support Desk Intern,"$42,000 a year","Performance tuning (in consultation with senior engineers).
Problem troubleshooting (in consultation with senior engineers).
Support Desk: 1 year (Preferred).",,,Australia
5,Brisbane QLD,Mipac,Process Control Engineer,,"Engage with clients, gather data, inspect installations and develop scopes of work.
Be at the forefront of Advanced Process Control.
What’s in it for you?",,,Australia
6,Brisbane QLD,Worley,Senior Electrical Engineer,,"Assist with the preparation of detailed designs and drawings, specifications, data, calculations and reports.
Perform architectural engineering services such as…",,,Australia
7,Brisbane QLD,Redpath Mining Contractors and Engineers,HR Graduate - Recruitment,,"This is a newly created 2-year Recruitment graduate position reporting to the Recruitment Supervisor.
The role is a full time position based at our office in…",,,Australia
8,Seventeen Mile Rocks QLD,Pacific Water Technology,Graduate Chemical/Environmental Engineer,,"Collection of data for weekly, monthly and annual reporting.
Pacific Water Technology is an innovative supplier of water filtration and treatment solutions for…",,,Australia
9,Brisbane QLD,Voortman South East Asia PL,Field Service Engineer,"$65,000 - $70,000 a year","This is an experienced team of highly skilled engineers.
Onsite troubleshooting and repair, as well as training of operators, maintenance and new service…",,,Australia
10,Brisbane QLD,Shell,Production Support Engineer,,This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch…,,,Australia
4,Brisbane QLD,Megaport,Frontend Software Engineer,,"Work closely with, and incorporate feedback from PMs, designers and other engineers.
Please see Part 5 of our Privacy Policy for more details on this and how to…",,,Australia
5,Brisbane QLD,Queensland Government,Applications Support - Development Officer,,"Write reports and analyse data from a range of sources using SQL.
Health Support Queensland – Why work for us?
Work/life balance, variety and flexibility.",,,Australia
7,Brisbane QLD,Affinity Education Group,Business Intelligence Engineer,,"Data Pipeline Management & Integration (ETL/SQL/API data sourcing for the data warehouse).
Experience in Business Intelligence and/or Data warehousing including…",,,Australia
